:START_ID,:END_ID,:TYPE,weight:float,confidence,label,context_required,source,source_pmids,source_years,n_sources:int
ARDS_POI:03016,ARDS_POI:02960,BENEFICIAL,0.95,HIGH,p=0.0018,acute-respiratory-distress-syndrome,curated,8520744,1995,1
ARDS_POI:03016,ARDS_POI:03075,BENEFICIAL,0.95,HIGH,p=0.001,acute-respiratory-distress-syndrome,curated,8520744,1995,1
ARDS_POI:03016,ARDS_POI:03074,BENEFICIAL,0.95,HIGH,p=0.0002,acute-respiratory-distress-syndrome,curated,8520744,1995,1
ARDS_POI:03016,ARDS_POI:01589,BENEFICIAL,0.95,HIGH,"p=0.014, after correcting APACHE II imbalance",acute-respiratory-distress-syndrome,curated,8520744,1995,1
ARDS_POI:03017,ARDS_POI:03031,BENEFICIAL,0.95,HIGH,0/105 HCWs infected,sars,curated,15364765,2004,1
ARDS_POI:03020,ARDS_POI:01895,BENEFICIAL,0.95,HIGH,OR 0.05 (95% CI 0.01-0.42),de-novo-acute-respiratory-failure,curated,17019559,2006,1
ARDS_POI:03020,ARDS_POI:01895,BENEFICIAL,0.95,HIGH,OR 0.03 (95% CI 0.01-0.24),cardiogenic-pulmonary-edema|acute-on-chronic-respiratory-failure,curated,17019559,2006,1
ARDS_POI:01936,ARDS_POI:02885,BENEFICIAL,0.95,HIGH,"r = 0.94, p < 0.0001",critically-ill-patients|mechanical-ventilation|stable-hemodynamics,curated,11126271,2000,1
ARDS_POI:02753,ARDS_POI:01748,BENEFICIAL,0.95,HIGH,Strong recommendation,critical-illness|mechanical-ventilation,curated,27818331,2017,1
ARDS_POI:02542,ARDS_POI:02881,NULL,0.95,HIGH,"HR 0.95 (0.75-1.21), p=0.69",comatose-survivors-of-cardiac-arrest,curated,36027567,2022,1
ARDS_POI:01679,ARDS_POI:03119,BENEFICIAL,0.95,HIGH,Strong recommendation,critical-illness,curated,27755068,2016,1
ARDS_POI:01457,ARDS_POI:01457,MECHANISM,0.95,HIGH,Strong concordance between sepsis and ARDS phenotypes (AUC 0.87-0.96),sepsis|ards,curated,37633303,2023,1
ARDS_POI:02842,ARDS_POI:01840,NULL,0.94,HIGH,"OR 0.94 (0.72-1.22), p=0.64",abdominal-surgery,curated,19826023,2009,1
ARDS_POI:02854,ARDS_POI:03111,BENEFICIAL,0.93,HIGH,Adjusted proportional odds 0.36 (95% CI 0.26-0.50),COVID-19,curated,34480127,2021,1
ARDS_POI:02854,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"Hazard ratio = 0.45, P = 0.045",COVID-19,curated,34480127,2021,1
ARDS_POI:02854,ARDS_POI:01327,BENEFICIAL,0.93,HIGH,Shorter hospital stay reported,COVID-19,curated,34480127,2021,1
ARDS_POI:02578,ARDS_POI:02636,NULL,0.93,HIGH,"MD 0.25 days (-5.48 to 5.99), p=0.93",ards,curated,23497608,2013,1
ARDS_POI:02625,ARDS_POI:02119,BENEFICIAL,0.93,HIGH,"Asynchrony index 0.5% vs 3.7% and 2.0%, p<0.01",noninvasive-ventilation,curated,22406958,2012,1
ARDS_POI:01760,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.83 (0.75-0.93), p<0.001",hospitalized-covid19,curated,32678530,2021,1
ARDS_POI:01225,ARDS_POI:01895,HARMFUL,0.93,HIGH,OR 1.63 (0.93-1.49) per log-unit increase,acute-lung-injury,curated,15644641,2005,1
ARDS_POI:02937,ARDS_POI:03092,BENEFICIAL,0.93,MEDIUM,RR 0.85 (0.74-0.99),acute-hypoxemic-respiratory-failure,curated,30888444,2019,1
ARDS_POI:02443,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.77 (0.61-0.98), P=0.03",acute-lung-injury|ARDS,curated,20483951,2010,1
ARDS_POI:02941,ARDS_POI:02476,NULL,0.93,HIGH,"RR 1.01 (0.86-1.20), p=0.86",open-abdominal-surgery|general-anesthesia,curated,24894577,2014,1
ARDS_POI:01076,ARDS_POI:03104,BENEFICIAL,0.93,HIGH,"RR 0.39 (0.28-0.56), ARD -9.23%, NNT=11",thoracic surgery|one-lung ventilation|lung resection,curated,38065200,2024,1
ARDS_POI:01076,ARDS_POI:03104,BENEFICIAL,0.93,HIGH,"RR 0.39 (0.28-0.56), ARD -9.23%, NNT=11",thoracic-surgery|one-lung-ventilation,curated,19762075|12574072|16352797,2009|2003|2005,3
ARDS_POI:01715,ARDS_POI:01895,NULL,0.93,HIGH,"RR 1.10 (0.94-1.30), p=0.22",ALI|ARDS,curated,17383982,2007,1
ARDS_POI:01649,ARDS_POI:01650,BENEFICIAL,0.93,HIGH,"RR 0.422, ARD -57.8%",major-surgery,curated,15071378,2004,1
ARDS_POI:01219,ARDS_POI:01895,BENEFICIAL,0.93,MEDIUM,"OR 0.75 (0.58-0.96), p=0.02",ARDS|acute-lung-injury,curated,19841457,2009,1
ARDS_POI:01066,ARDS_POI:02476,BENEFICIAL,0.93,HIGH,"RR 0.40 (0.24-0.68), ARD -17%",major-abdominal-surgery,curated,23902482,2013,1
ARDS_POI:01675,ARDS_POI:03095,BENEFICIAL,0.93,HIGH,"Lower need for any ventilator support (7% vs 35%, p<0.001)",postextubation,curated,25003980,2014,1
ARDS_POI:02550,ARDS_POI:03087,BENEFICIAL,0.93,HIGH,"RR 0.15, ARD -28%",acute-cardiogenic-pulmonary-edema,curated,11191538,2000,1
ARDS_POI:03019,ARDS_POI:03088,BENEFICIAL,0.93,HIGH,"Absolute difference -43.3% (95% CI -62.4% to -24.3%), p<0.001",ARDS,curated,27179847,2016,1
ARDS_POI:02625,ARDS_POI:01496,BENEFICIAL,0.93,HIGH,"OR 5.32 (2.11-13.46), ARD -33%",chronic-respiratory-disorders|hypercapnia,curated,19682735,2009,1
ARDS_POI:02751,ARDS_POI:02898,BENEFICIAL,0.93,HIGH,"13/51 (25%) vs 28/54 (52%), p=0.010",severe-acute-hypoxemic-respiratory-failure,curated,14500259,2003,1
ARDS_POI:03043,ARDS_POI:02753,BENEFICIAL,0.93,HIGH,43/43 (100%) vs 0/15 (0%) success,neuromuscular-ventilatory-insufficiency,curated,8989078,1996,1
ARDS_POI:03043,ARDS_POI:02753,HARMFUL,0.93,HIGH,15/62 (24%) failures,neuromuscular-ventilatory-insufficiency,curated,8989078,1996,1
ARDS_POI:01010,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.53, 38% vs 71%, p<0.001",acute-respiratory-distress-syndrome,curated,9449727,1998,1
ARDS_POI:01498,ARDS_POI:02636,BENEFICIAL,0.93,HIGH,"Median 55.9 hrs vs 117.0 hrs, p=0.008",medical-intensive-care,curated,10628598,1999,1
ARDS_POI:02059,ARDS_POI:02062,BENEFICIAL,0.93,HIGH,"ARD -9.23 hospitalizations/year, 95% CI -12.55 to -5.92",neuromuscular-disease,curated,11083691,2000,1
ARDS_POI:03136,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.90 (0.77-1.05), P=0.19",acute-lung-injury|acute-respiratory-distress-syndrome,curated,18270352,2008,1
ARDS_POI:02785,ARDS_POI:01496,BENEFICIAL,0.93,MEDIUM,"RR 0.63 (0.41-0.97), ARD -10.9%",COVID-19-pneumonia|acute-hospitalization,curated,34133856,2021,1
ARDS_POI:01852,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.75 (0.6-0.94), p=0.013",severe-ARDS,curated,33021684,2020,1
ARDS_POI:02600,ARDS_POI:01895,BENEFICIAL,0.93,HIGH,"RR 0.73 (0.58-0.92), P=0.008",adult-respiratory-distress-syndrome,curated,30642776,2019,1
ARDS_POI:02104,ARDS_POI:02107,BENEFICIAL,0.92,HIGH,Mean diff -1.22 days (-2.08 to -0.35),community-acquired-pneumonia,curated,26258555,2015,1
ARDS_POI:02862,ARDS_POI:01895,HARMFUL,0.92,HIGH,"Hyperinflammatory subphenotype had higher mortality, fewer ventilator-free days, and fewer organ failure-free days (p<0.007 for all)",acute-respiratory-distress-syndrome,curated,24853585,2014,1
ARDS_POI:02212,ARDS_POI:01895,HARMFUL,0.92,HIGH,"aOR 1.21 (1.08-1.37), p=0.001",critical-illness,curated,25855899,2015,1
ARDS_POI:02578,ARDS_POI:01895,BENEFICIAL,0.92,HIGH,"RR 0.72 (0.58-0.91), p=0.005",ards,curated,23497608,2013,1
ARDS_POI:02578,ARDS_POI:02581,NULL,0.92,HIGH,"RR 1.08 (0.83-1.41), p=0.57",ards,curated,23497608,2013,1
ARDS_POI:01355,ARDS_POI:01895,NULL,0.92,HIGH,RR 0.92 (0.82-1.02),ARDS|sepsis|SIRS,curated,27734109,2017,1
ARDS_POI:01466,ARDS_POI:01467,DIAGNOSTIC,0.92,HIGH,SROC AUC 0.92 (0.89-0.94),,curated,19399474,2009,1
ARDS_POI:02424,ARDS_POI:01895,NULL,0.92,HIGH,"RR 1.07 (0.99-1.15), p=0.08",critically-ill-COVID-19,curated,33766109,2021,1
ARDS_POI:01362,ARDS_POI:01895,HARMFUL,0.92,HIGH,RR 8.83 (4.03-19.33),critical-illness,curated,33009098,2020,1
ARDS_POI:01163,ARDS_POI:01895,HARMFUL,0.92,HIGH,RR 2.4 (1.6-3.5),critical-illness|prolonged-hospitalization,curated,10477776,1999,1
ARDS_POI:02459,ARDS_POI:03100,BENEFICIAL,0.92,HIGH,"ARD -7.2% (95% CI 2.5 to 12.2%), p=0.004",low-risk-extubation,curated,26975498,2016,1
ARDS_POI:02938,ARDS_POI:03101,BENEFICIAL,0.92,HIGH,"RR 0.39 (0.28-0.56), ARD -6.4% (-12.0% to -0.9%)",high-risk-extubation,curated,31577036,2019,1
ARDS_POI:02443,ARDS_POI:01895,NULL,0.92,HIGH,OR 1.15 (0.43-3.10),ards,curated,16137357,2005,1
ARDS_POI:02348,ARDS_POI:01895,BENEFICIAL,0.92,HIGH,"OR 0.14 (95% CI 0.03-0.70), p=0.016",12mL-kg-tidal-volume,curated,16374149,2006,1
ARDS_POI:01809,ARDS_POI:01994,BENEFICIAL,0.92,HIGH,"OR 2.4 (1.2-5.0), p=0.009",critical-illness,curated,15078758,2004,1
ARDS_POI:01675,ARDS_POI:01626,BENEFICIAL,0.92,HIGH,"Fewer oxygen desaturations (40% vs 75%, p<0.001)",postextubation,curated,25003980,2014,1
ARDS_POI:01158,ARDS_POI:01895,BENEFICIAL,0.92,HIGH,RR 0.41 (0.26-0.64),respiratory-failure-COPD-exacerbation,curated,12543832,2003,1
ARDS_POI:01158,ARDS_POI:03093,BENEFICIAL,0.92,HIGH,RR 0.42 (0.31-0.59),respiratory-failure-COPD-exacerbation,curated,12543832,2003,1
ARDS_POI:01158,ARDS_POI:01690,BENEFICIAL,0.92,HIGH,RR 0.51 (0.38-0.67),respiratory-failure-COPD-exacerbation,curated,12543832,2003,1
ARDS_POI:03009,ARDS_POI:01895,BENEFICIAL,0.92,HIGH,"OR 0.68 (0.57-0.80), p<0.00001",ARDS,curated,28222804,2017,1
ARDS_POI:01077,ARDS_POI:01079,BENEFICIAL,0.92,HIGH,"RR 2.83 vs IMV, RR 2.05 vs PSV",weaning-from-mechanical-ventilation,curated,7823995,1995,1
ARDS_POI:03041,ARDS_POI:02175,BENEFICIAL,0.92,HIGH,"Anxiety 19.5 points lower (95% CI -32.2 to -6.8, p=0.003)",mechanical-ventilation|critical-illness,curated,23689789,2013,1
ARDS_POI:02568,ARDS_POI:01895,NULL,0.92,HIGH,"Risk difference 1.7% (-11.1% to 14.6%), p=0.92",ards,curated,30776290,2019,1
ARDS_POI:03059,ARDS_POI:02866,BENEFICIAL,0.92,HIGH,"AUC 0.92 (0.90-0.95) in EARLI, 0.88 (0.84-0.91) in VALID",observational-ARDS-cohorts,curated,35026177,2022,1
ARDS_POI:03115,ARDS_POI:02791,BENEFICIAL,0.92,HIGH,AUC 0.92 (95% CI 0.89-0.97) in 140 patients,severe-acute-respiratory-failure|ECMO-treatment,curated,24693864,2014,1
ARDS_POI:02437,ARDS_POI:02441,NULL,0.92,HIGH,Placebo 92% vs sarilumab 90% alive,severe-or-critical-COVID-19,curated,33676590,2021,1
ARDS_POI:01451,ARDS_POI:01457,BENEFICIAL,0.92,HIGH,"Two sepsis phenotypes identified, p<0.0001",sepsis,curated,37633303,2023,1
ARDS_POI:01675,ARDS_POI:01631,NULL,0.91,MEDIUM,"RR 0.91 (0.69-1.20), P=0.50",hypoxemic-respiratory-failure-postcardiothoracic-surgery,curated,25980660,2015,1
ARDS_POI:02104,ARDS_POI:02108,BENEFICIAL,0.9,HIGH,Mean diff -1.00 day (-1.79 to -0.21),community-acquired-pneumonia,curated,26258555,2015,1
ARDS_POI:01628,ARDS_POI:01029,BENEFICIAL,0.9,HIGH,"80% vs 20% reached 50% FEV1 increase, p=0.006",acute-asthma,curated,12684289,2003,1
ARDS_POI:02773,ARDS_POI:02773,BENEFICIAL,0.9,HIGH,BREATHE identified more high-volume breaths than existing criteria,ARDS,curated,27342819,2016,1
ARDS_POI:02578,ARDS_POI:02591,BENEFICIAL,0.9,HIGH,"RR 0.43 (0.20-0.90), p=0.02",ards,curated,23497608,2013,1
ARDS_POI:01407,ARDS_POI:02952,BENEFICIAL,0.9,HIGH,"Raw agreement 0.88-0.94, kappa 0.72-0.88, Phi 0.74-0.89",chest-radiograph-interpretation,curated,10619802,2000,1
ARDS_POI:01964,ARDS_POI:01895,BENEFICIAL,0.9,HIGH,"RR 0.82 (0.72-0.95), ARD -8.0% (-12.5% to -2.2%)",ARDS,curated,33876268,2021,1
ARDS_POI:02785,ARDS_POI:01895,HARMFUL,0.9,HIGH,RR 2.9 (95% CI 2.8-3.0),COVID-19,curated,33341155,2021,1
ARDS_POI:01389,ARDS_POI:01895,HARMFUL,0.9,HIGH,RR 2.15 (1.51-3.07),critical-illness,curated,33009098,2020,1
ARDS_POI:01575,ARDS_POI:02636,BENEFICIAL,0.9,HIGH,"20% vs 41% complications, p=0.001",respiratory-failure-requiring-mechanical-ventilation,curated,8948561,1996,1
ARDS_POI:01469,ARDS_POI:03032,BENEFICIAL,0.9,HIGH,"sRAGE levels significantly higher in nonfocal vs. focal ARDS, p<0.001",ards,curated,27018314,2016,1
ARDS_POI:02926,ARDS_POI:01124,NULL,0.9,HIGH,No significant difference in 28-day mortality or ventilator-free days,acute-respiratory-distress-syndrome,curated,15329426,2004,1
ARDS_POI:02542,ARDS_POI:01626,BENEFICIAL,0.9,HIGH,"Lowest SpO2 100% vs 96%, p=0.029",hypoxaemic-respiratory-failure|intubation,curated,27730283,2016,1
ARDS_POI:02937,ARDS_POI:03094,BENEFICIAL,0.9,MEDIUM,RR 0.71 (0.51-0.98),acute-hypoxemic-respiratory-failure,curated,30888444,2019,1
ARDS_POI:01662,ARDS_POI:03090,BENEFICIAL,0.9,HIGH,"21% vs 34%, p=0.03",ICU-intubation,curated,19921148,2010,1
ARDS_POI:01662,ARDS_POI:03091,BENEFICIAL,0.9,HIGH,"9% vs 21%, p=0.01",ICU-intubation,curated,19921148,2010,1
ARDS_POI:02990,ARDS_POI:01174,BENEFICIAL,0.9,HIGH,Strong correlation (r=0.9) with fluid responsiveness,acute-lung-injury|sepsis,curated,15034650,2004,1
ARDS_POI:01764,ARDS_POI:02466,BENEFICIAL,0.9,HIGH,"Adjusted OR 0.72 (0.52-0.98), p=0.042",non-ARDS-patients,curated,26181219,2015,1
ARDS_POI:02075,ARDS_POI:03037,BENEFICIAL,0.9,HIGH,6 mL/kg prevents ongoing lung injury,6mL-kg-tidal-volume,curated,16374149,2006,1
ARDS_POI:01430,ARDS_POI:02954,BENEFICIAL,0.9,HIGH,"Supported by improved outcome in a single large, prospective trial and a second smaller trial",ARDS,curated,11008997,2000,1
ARDS_POI:01529,ARDS_POI:03070,BENEFICIAL,0.9,HIGH,"1-point LIS reduction 69.8% vs 35.7%, p=0.002",early-severe-ards,curated,17426195,2007,1
ARDS_POI:01529,ARDS_POI:02636,BENEFICIAL,0.9,HIGH,p=0.002,early-severe-ards,curated,17426195,2007,1
ARDS_POI:03009,ARDS_POI:01895,BENEFICIAL,0.9,HIGH,"OR 0.72 (0.56-0.93), p=0.01",ARDS,curated,28222804,2017,1
ARDS_POI:01675,ARDS_POI:03102,BENEFICIAL,0.9,HIGH,"Lower reintubation rate (4% vs 21%, p=0.01)",postextubation,curated,25003980,2014,1
ARDS_POI:02938,ARDS_POI:01890,BENEFICIAL,0.9,HIGH,"5% vs 59%, p<0.001",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02751,ARDS_POI:01262,BENEFICIAL,0.9,HIGH,p=0.025,severe-acute-hypoxemic-respiratory-failure,curated,14500259,2003,1
ARDS_POI:03038,ARDS_POI:01895,HARMFUL,0.9,HIGH,"HR 2.5 (2.0-3.2), 28d survival 50.3% vs 74.6%",critical-care|acute-lung-injury-ARDS,curated,11777361,2002,1
ARDS_POI:03041,ARDS_POI:03103,BENEFICIAL,0.9,HIGH,Reduced sedation intensity (-0.18 pts/day) and frequency (-0.21 pts/day),mechanical-ventilation|critical-illness,curated,23689789,2013,1
ARDS_POI:01439,ARDS_POI:02912,BENEFICIAL,0.9,HIGH,"PCT levels significantly higher in septic vs nonseptic ARDS (p<0.0005), no overlap",early-ards,curated,10548201,1999,1
ARDS_POI:01194,ARDS_POI:01198,HARMFUL,0.9,HIGH,"OR 2.35 (1.75-3.15), P<0.001",critical-illness,curated,16204666,2005,1
ARDS_POI:02750,ARDS_POI:01496,MECHANISM,0.9,HIGH,Proposed: Respiratory muscle weakness leads to respiratory failure in Guillain-Barré,guillain-barre-syndrome,curated,12545029,2003,1
ARDS_POI:03127,ARDS_POI:02860,MECHANISM,0.9,HIGH,S/F ratio of 235 corresponds to P/F ratio of 200 (ARDS),,curated,17573487,2007,1
ARDS_POI:03132,ARDS_POI:01333,BENEFICIAL,0.9,HIGH,"36% SVC collapse threshold had 90% sensitivity, 100% specificity for identifying fluid responders",septic-shock|mechanical-ventilation,curated,15375649,2004,1
ARDS_POI:01675,ARDS_POI:01895,NULL,0.89,HIGH,"31% vs 30%, p=0.89",acute-hypoxemic-nonhypercapnic-respiratory-insufficiency,curated,11066186,2000,1
ARDS_POI:01226,ARDS_POI:01895,HARMFUL,0.89,HIGH,OR 1.73 (1.29-2.34) per log-unit increase,acute-lung-injury,curated,15644641,2005,1
ARDS_POI:02443,ARDS_POI:01631,BENEFICIAL,0.89,HIGH,"RR 0.67 (0.46-0.99), P=0.04 for refractory hypoxemia/barotrauma",acute-lung-injury|ARDS,curated,20483951,2010,1
ARDS_POI:02443,ARDS_POI:01895,HARMFUL,0.89,HIGH,"RR 1.33 (1.09-1.64), p=0.005",moderate-severe-ARDS,curated,23339639,2013,1
ARDS_POI:02785,ARDS_POI:03110,BENEFICIAL,0.89,MEDIUM,ARD -9.0% (90% CrI -21.0 to 3.1),COVID-19-pneumonia,curated,33080017,2021,1
ARDS_POI:01084,ARDS_POI:02862,MECHANISM,0.88,HIGH,Hyperinflammatory subphenotype associated with worse outcomes,acute-respiratory-distress-syndrome,curated,24853585,2014,1
ARDS_POI:01846,ARDS_POI:01847,BENEFICIAL,0.88,HIGH,"Median total ventilation 7.5d vs 12d, p=0.003",mechanical-ventilation,curated,16840741,2006,1
ARDS_POI:01287,ARDS_POI:01289,NULL,0.88,HIGH,"OR 0.88 (0.64-1.21), p=0.26",delirium-in-critical-illness,curated,30346242,2018,1
ARDS_POI:01809,ARDS_POI:02636,BENEFICIAL,0.88,HIGH,"Adjusted mean difference -6.7 days, p=0.03",critical-illness,curated,15078758,2004,1
ARDS_POI:01809,ARDS_POI:01895,BENEFICIAL,0.88,HIGH,"Hazard ratio 0.44 (0.24-0.80), p=0.007",critical-illness,curated,15078758,2004,1
ARDS_POI:01675,ARDS_POI:01625,BENEFICIAL,0.88,HIGH,"Fewer interface displacements (32% vs 56%, p=0.01)",postextubation,curated,25003980,2014,1
ARDS_POI:02625,ARDS_POI:02972,HARMFUL,0.88,HIGH,OR 4.25 (1.33-13.56),severe-acute-respiratory-failure|immunocompromised,curated,27245914,2016,1
ARDS_POI:02751,ARDS_POI:03081,BENEFICIAL,0.88,HIGH,"6/51 (12%) vs 17/54 (31%), p=0.028",severe-acute-hypoxemic-respiratory-failure,curated,14500259,2003,1
ARDS_POI:01077,ARDS_POI:01078,BENEFICIAL,0.88,HIGH,Median duration 3 days vs 4-5 days for other methods,weaning-from-mechanical-ventilation,curated,7823995,1995,1
ARDS_POI:02568,ARDS_POI:01921,BENEFICIAL,0.88,MEDIUM,"4/102 (3.9%) vs 12/98 (12.2%), RD -8.3% (-15.8% to -0.8%), p=0.04",ards,curated,30776290,2019,1
ARDS_POI:02799,ARDS_POI:01895,BENEFICIAL,0.88,HIGH,"RR 0.66 (0.50-0.86), p=0.002",ards|low-tidal-volume-ventilation,curated,24435203,2014,1
ARDS_POI:01981,ARDS_POI:03113,NULL,0.87,HIGH,"13.5% vs 13.4%, p=0.32",mechanical-ventilation-weaning,curated,9927366,1999,1
ARDS_POI:01525,ARDS_POI:03113,NULL,0.87,HIGH,"13.5% vs 13.4%, p=0.32",mechanical-ventilation-weaning,curated,9927366,1999,1
ARDS_POI:01749,ARDS_POI:02704,NULL,0.87,HIGH,"Means 14.4 vs 16.6 days, 95% CI -4.7 to 0.3, p=0.087",acute-lung-injury,curated,21562125,2011,1
ARDS_POI:02874,ARDS_POI:01895,BENEFICIAL,0.87,HIGH,"6% vs 53% ICU mortality, p<0.001",ards,curated,17133177,2007,1
ARDS_POI:02888,ARDS_POI:02966,TREND,0.87,MEDIUM,"OR 1.55 (0.58-4.05), P(OR>=1)=86.6%",critical-illness,curated,18434379,2008,1
ARDS_POI:01370,ARDS_POI:01690,BENEFICIAL,0.86,HIGH,RR 0.86 (0.75-0.98),COVID-19-acute-hypoxaemic-respiratory-failure,curated,34425070,2021,1
ARDS_POI:01466,ARDS_POI:01618,DIAGNOSTIC,0.86,MEDIUM,Pooled specificity 0.86 (0.81-0.90),,curated,19399474,2009,1
ARDS_POI:02104,ARDS_POI:02109,HARMFUL,0.85,HIGH,"RR 1.49 (1.01-2.19), ARD +3.5%",community-acquired-pneumonia,curated,26258555,2015,1
ARDS_POI:01749,ARDS_POI:01895,NULL,0.85,HIGH,"23.0% vs 17.7%, 95% CI -4.0% to 14.7%, p=0.30",acute-lung-injury,curated,21562125,2011,1
ARDS_POI:01749,ARDS_POI:01752,NULL,0.85,HIGH,"10% in both groups, no significant difference",acute-lung-injury,curated,21562125,2011,1
ARDS_POI:02874,ARDS_POI:03107,BENEFICIAL,0.85,HIGH,"2% vs 20% VAP, p<0.001",ards,curated,17133177,2007,1
ARDS_POI:02880,ARDS_POI:02634,MECHANISM,0.85,HIGH,Compliance above LIP reflects recruitable lung in ALI,acute-lung-injury,curated,11549535,2001,1
ARDS_POI:01846,ARDS_POI:01078,BENEFICIAL,0.85,HIGH,"Median weaning duration 3d vs 5d, p=0.01",mechanical-ventilation,curated,16840741,2006,1
ARDS_POI:02883,ARDS_POI:02516,BENEFICIAL,0.85,HIGH,"VO2 decreased from 359.0 ± 65.0 to 295.1 ± 57.3 ml/min, p<0.01",febrile-critically-ill,curated,7812538,1995,1
ARDS_POI:02785,ARDS_POI:02785,HARMFUL,0.85,HIGH,High rate of thrombotic complications (16.7% PE) despite anticoagulation,COVID-19-ARDS,curated,32367170,2020,1
ARDS_POI:01715,ARDS_POI:02955,BENEFICIAL,0.85,HIGH,Increased PaO2/FiO2 from 115 to 144 mmHg,ards,curated,8630585,1996,1
ARDS_POI:02991,ARDS_POI:01895,NULL,0.85,HIGH,"Mortality 34.1% vs 35.2%, p=0.85. Ventilator-free days 9 vs 10, p=0.89.",ALI|ARDS,curated,10789668,2000,1
ARDS_POI:01158,ARDS_POI:02961,BENEFICIAL,0.85,HIGH,"pH +0.03 (0.02-0.04), PaCO2 -0.40 kPa (-0.78 to -0.03), RR -3.08 bpm (-4.26 to -1.89)",respiratory-failure-COPD-exacerbation,curated,12543832,2003,1
ARDS_POI:02751,ARDS_POI:01263,BENEFICIAL,0.85,HIGH,"Higher in NIV group with time, p=0.029 each",severe-acute-hypoxemic-respiratory-failure,curated,14500259,2003,1
ARDS_POI:01402,ARDS_POI:02704,NULL,0.85,HIGH,"No significant difference in ventilator-free days at 28 days (CMV 6.7 ± 1.8 vs PLV 6.3 ± 1.0, p=0.85)",ARDS,curated,11897644,2002,1
ARDS_POI:02075,ARDS_POI:02077,BENEFICIAL,0.85,MEDIUM,"OR 0.90 (0.82-0.98), p=0.013",non-cardiac-surgery|general-anesthesia|endotracheal-intubation,curated,26174419,2015,1
ARDS_POI:01194,ARDS_POI:01895,NULL,0.85,HIGH,"OR 1.04 (0.90-1.20), P=0.59",critical-illness,curated,16204666,2005,1
ARDS_POI:01194,ARDS_POI:01197,HARMFUL,0.85,HIGH,"OR 1.58 (1.19-2.12), P=0.002",critical-illness,curated,16204666,2005,1
ARDS_POI:02789,ARDS_POI:02334,MECHANISM,0.85,HIGH,Proposed: Preventing overdistention reduces VILI,,curated,8084064,1994,1
